Incident Number,Short Description,Description,Category,Subcategory,Priority,State,Assigned To,Created Date,Resolution Notes,Affected Upstream,Affected Downstream,Connectivity Information
INC1002818,Laptop not powering on,Security logs indicate an unauthorized login attempt from an unknown IP address.,Security,Phishing,Critical,In Progress,<function <lambda> at 0x7eb3c62986d0>,2024-12-27,Issue resolved following standard procedures.,Authentication Server,Reporting Engine,No connectivity issues detected
INC1002819,"

received from: jchlkard.tcaiyjfg@gmail.com

dear sir,

im facing a problem to login in attendance_tool portal.

please help to solve the issue.

","

received from: jchlkard.tcaiyjfg@gmail.com

dear sir,

im facing a problem to login in attendance_tool portal.

please help to solve the issue.

",Hardware,Desktop,Medium,New,Monica Miller,2024-10-23,Member fish PM art service affect trip.,General System,General User Interface,No connectivity issues detected
INC1002820,Email delivery issue reported,Security logs indicate an unauthorized login attempt from an unknown IP address.,Security,Phishing,Low,Closed,Sara Morales,2025-01-20,Eat discussion avoid party interesting.,Messaging Queue,Mobile App,Firewall blocking traffic
INC1002821,Email delivery issue reported,Application response time has significantly degraded. Users facing performance issues.,Database,Backup Failure,Medium,Closed,Mary Lamb,2024-09-12,Beautiful identify anything right pass series five.,API Gateway,Mobile App,No connectivity issues detected
INC1002822,Database connection timeout,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Software,Operating System,High,In Progress,Alexandria Casey,2024-10-05,Beyond beautiful miss boy others relationship.,Authentication Server,Data Warehouse,Packet loss detected
INC1002823,Phishing email received,System crashed after applying latest OS update. Issue needs rollback or fix.,Database,Performance,Low,Resolved,Monica Miller,2024-08-27,Write avoid fear leave.,Database Cluster A,Mobile App,No connectivity issues detected.
INC1002824,"

received from: pradtheypxsuqgidj.txlpcqsg@gmail.com

hello,

i am the owner of the following common mail box;

1.       -knowledge.center@kenametal.com<mailto:-knowledge.center@kenametal.com>

2.       w-in-knowledge.center@company.com<mailto:w-in-knowledge.center@company.com>

my concern today is that i am able to view w-in-knowledge.center@company.com<mailto:w-in-knowledge.center@company.com> but unable to view -knowledge.center@company.com<mailto:-knowledge.center@company.com>
pl see below the screenshot. request, pl resolve the same.

[cid:image001.jpg@01d201fe.b2f53120]

best ","

received from: pradtheypxsuqgidj.txlpcqsg@gmail.com

hello,

i am the owner of the following common mail box;

1.       -knowledge.center@kenametal.com<mailto:-knowledge.center@kenametal.com>

2.       w-in-knowledge.center@company.com<mailto:w-in-knowledge.center@company.com>

my concern today is that i am able to view w-in-knowledge.center@company.com<mailto:w-in-knowledge.center@company.com> but unable to view -knowledge.center@company.com<mailto:-knowledge.center@company.com>
pl see below the screenshot. request, pl resolve the same.

[cid:image001.jpg@01d201fe.b2f53120]

best ",Database,Timeout,Critical,In Progress,William Rodgers,2025-01-08,Brother miss mention must hour focus.,Messaging Queue,Data Warehouse,Complete network outage
INC1002825,unable to launch erp. logon balancing error,unable to launch erp. logon balancing error,Security,Phishing,Medium,In Progress,Ms. Cheryl Adams PhD,2024-10-10,Prepare voice image past wait seek sport.,Authentication Server,Data Warehouse,Packet loss detected
INC1002826,"i try to change now my password acc. to attached e-mail but this donÂ´t work. i was out of office for vacation time until now, but
password_management_tool link donÂ´t work - please help



your password expires in 13 day(s) 

the requirement to change your password every 90 days enhances data security within company. 

please login to 
a step-by-step guide on using the self-service tool is available here: 

please do not reply to this email. if you require assistance, please submit a ticket to the global support center via any of these modes: 

ticketing_tool: 
email: help@company.com 

kind ","i try to change now my password acc. to attached e-mail but this donÂ´t work. i was out of office for vacation time until now, but
password_management_tool link donÂ´t work - please help



your password expires in 13 day(s) 

the requirement to change your password every 90 days enhances data security within company. 

please login to 
a step-by-step guide on using the self-service tool is available here: 

please do not reply to this email. if you require assistance, please submit a ticket to the global support center via any of these modes: 

ticketing_tool: 
email: help@company.com 

kind ",Network,Firewall,Critical,Resolved,Melanie Vazquez,2024-06-10,Everybody however perform walk law.,Database Cluster A,Reporting Engine,No connectivity issues detected
INC1002827,Phishing email received,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Hardware,Monitor,Critical,Resolved,April Robertson,2024-06-03,Bit term push ability truth administration measure.,API Gateway,Mobile App,High latency observed
INC1002828,erp SID_34 password reset (requested by ughzilfm cfibdamq),erp SID_34 password reset (requested by ughzilfm cfibdamq),Hardware,Monitor,High,New,Andrew Henry,2024-10-13,Again stage agree finish.,API Gateway,Mobile App,High latency observed
INC1002829,Firewall policy misconfiguration,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Software,Database,Medium,Closed,Justin Sweeney,2025-01-25,Issue resolved following standard procedures.,Messaging Queue,Frontend Portal,No connectivity issues detected.
INC1002830,"we are finding warehouse to's creating with the planned pgi date based on the production confirmed date and not the committed date to the customer.  this is occurring on orders with multiple schedule lines, usually created by production recommits.  a good example is sales order 35994153 line 5 with to number 263520.  i will be attaching a pdf copy","we are finding warehouse to's creating with the planned pgi date based on the production confirmed date and not the committed date to the customer.  this is occurring on orders with multiple schedule lines, usually created by production recommits.  a good example is sales order 35994153 line 5 with to number 263520.  i will be attaching a pdf copy",Network,Firewall,Low,Closed,Charles Stevens,2024-07-07,Issue resolved following standard procedures.,Database Cluster A,Reporting Engine,Firewall blocking traffic
INC1002831,Firewall policy misconfiguration,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Database,Backup Failure,Critical,On Hold,William Rodgers,2025-02-13,Close science compare allow cell.,Messaging Queue,Data Warehouse,VPN connectivity unstable
INC1002832,System crash after update,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Hardware,Laptop,Medium,Closed,Derrick Nunez,2024-07-18,Wish fine area finish structure job go either.,Database Cluster A,Reporting Engine,No connectivity issues detected.
INC1002833,Unauthorized access attempt detected,System crashed after applying latest OS update. Issue needs rollback or fix.,Database,Timeout,Low,On Hold,Gregory Fletcher,2025-02-10,Family partner bank different imagine discover edge social.,Database Cluster A,Data Warehouse,Firewall blocking traffic
INC1002834,System crash after update,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Security,Malware,Critical,Closed,Anthony Romero,2024-09-15,Leg anyone fight article.,API Gateway,Reporting Engine,VPN connectivity unstable
INC1002835,"

received from: brhlcpqv.sfozwkyx@gmail.com

hello,
could you help me on entering distributor_tool company with my erp account?

get outlook for ios<



","

received from: brhlcpqv.sfozwkyx@gmail.com

hello,
could you help me on entering distributor_tool company with my erp account?

get outlook for ios<



",Security,Policy Violation,Critical,Closed,Melinda Harris,2024-04-01,Group hold half outside threat natural program.,Messaging Queue,Frontend Portal,VPN connectivity unstable
INC1002836,"system (SID_34, SID_37, SID_39, SID_38, hrp, other ?): SID_1

enter user id of user having the issue:  bakertm

transaction code(s) the user needs or was working with:  

describe the issue:  userid no longer active for SID_1.   reset passwords with password_management_tool - all changed but SID_1 as userid no longer active.  please allow access as needed for erp mii uacyltoe hxgayczeing.

if you are getting a ""not authorized"" message, recreate the condition then do   /nsu53   and attach result to the ticketing_tool ticket.

provide access the same as this other user:","system (SID_34, SID_37, SID_39, SID_38, hrp, other ?): SID_1

enter user id of user having the issue:  bakertm

transaction code(s) the user needs or was working with:  

describe the issue:  userid no longer active for SID_1.   reset passwords with password_management_tool - all changed but SID_1 as userid no longer active.  please allow access as needed for erp mii uacyltoe hxgayczeing.

if you are getting a ""not authorized"" message, recreate the condition then do   /nsu53   and attach result to the ticketing_tool ticket.

provide access the same as this other user:",Security,Policy Violation,Low,Cancelled,James Campbell,2024-10-05,Resource since night into.,Firewall System,Reporting Engine,High latency observed
INC1002837,Database connection timeout,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Software,Email,Low,New,Billy Davis,2025-02-25,Less century seem ever responsibility pretty within.,Messaging Queue,General User Interface,No connectivity issues detected.
